seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned,segment,segment_name,churn_risk_score,risk_tier
SLR003454,Toys & Baby,Tier-1 Metro,72,658,434,17060.63,3.41,0.1714,12,-0.4908,-0.2161,0.4726,0.228,39,1,2,Struggling / High-Return Risk,0.7724714864159401,High
SLR003455,Beauty & Personal Care,Tier-1 Metro,396,334,429,28071.59,3.44,0.1093,5,0.3123,0.065,0.6299,0.1933,7,0,3,Star Performers,0.2748148067846908,Low
SLR003456,Beauty & Personal Care,Tier-1 Metro,0,730,1930,57890.9,5.0,0.1237,2,0.4036,0.2853,0.6723,0.0832,21,0,3,Star Performers,0.012250520580073263,Low
SLR003457,Mobiles & Accessories,Tier-1 Metro,435,295,383,27157.33,4.54,0.1655,2,-0.2672,0.1052,0.4669,0.0489,6,0,3,Star Performers,0.08542234401560467,Low
SLR003458,Electronics,Tier-3 Town,237,493,332,21518.92,3.19,0.3093,10,-0.2362,-0.1537,0.5035,0.2791,0,0,2,Struggling / High-Return Risk,0.7607281696253364,High
SLR003459,Fashion,Tier-2 City,165,565,468,15826.99,3.02,0.3444,13,-0.1421,-0.1703,0.7647,0.3003,7,1,2,Struggling / High-Return Risk,0.7761485116885728,High
SLR003460,Fashion,Tier-1 Metro,408,322,178,18738.71,3.24,0.2879,6,-0.318,-0.128,0.2579,0.2403,112,1,2,Struggling / High-Return Risk,0.778850050030554,High
SLR003461,Mobiles & Accessories,Tier-3 Town,335,395,778,58182.96,3.09,0.3264,7,-0.5139,-0.1512,0.6188,0.3506,18,1,2,Struggling / High-Return Risk,0.815359857046235,High
SLR003462,Home & Kitchen,Tier-1 Metro,260,470,180,5651.53,3.84,0.146,8,0.1678,-0.024,0.5107,0.1383,19,0,4,Declining Momentum,0.28000943405246526,Low
SLR003463,Beauty & Personal Care,Tier-2 City,332,398,1369,100972.02,3.99,0.1829,7,-0.1073,0.1434,0.4079,0.1884,1,0,4,Declining Momentum,0.3174978542866267,Medium
SLR003464,Mobiles & Accessories,Tier-2 City,3,727,451,9307.0,3.38,0.2265,7,-0.1274,-0.3308,0.6341,0.2074,125,1,1,Steady Mid-Tier,0.49377473602111316,Medium
SLR003465,Toys & Baby,Tier-3 Town,658,72,90,26376.92,2.6,0.2505,12,-0.2161,-0.0319,0.5647,0.3336,23,1,2,Struggling / High-Return Risk,0.8930983957181448,High
SLR003466,Beauty & Personal Care,Tier-3 Town,0,730,1755,62269.85,4.02,0.2185,7,-0.0165,-0.0697,0.7794,0.1828,8,0,0,Star Performers,0.14238568405664756,Low
SLR003467,Toys & Baby,Tier-1 Metro,522,208,116,20492.62,3.43,0.1396,6,-0.2166,0.1383,0.7853,0.1221,12,0,1,Steady Mid-Tier,0.3043599668831571,Medium
SLR003468,Mobiles & Accessories,Tier-3 Town,576,154,406,37064.97,3.76,0.2965,6,-0.063,0.1702,0.692,0.1538,5,0,1,Steady Mid-Tier,0.21780414029488265,Low
SLR003469,Electronics,Tier-1 Metro,416,314,218,8396.22,4.07,0.1994,8,-0.2876,-0.1913,0.6222,0.1227,15,1,1,Steady Mid-Tier,0.4003439270704923,Medium
SLR003470,Electronics,Tier-3 Town,367,363,375,24351.85,3.31,0.2995,11,-0.311,-0.2964,0.6182,0.3523,5,1,2,Struggling / High-Return Risk,0.8401065361629421,High
SLR003471,Beauty & Personal Care,Tier-2 City,501,229,211,11745.1,3.73,0.2125,6,-0.1148,-0.2391,0.5639,0.2821,83,1,4,Declining Momentum,0.6691969694619356,High
SLR003472,Electronics,Tier-2 City,568,162,428,36787.66,3.84,0.1941,2,0.2605,-0.0475,0.6723,0.1632,5,0,3,Star Performers,0.1755581461425218,Low
SLR003473,Sports & Fitness,Tier-1 Metro,625,105,105,21179.09,3.33,0.1351,2,0.5301,0.0159,0.493,0.1712,88,1,4,Declining Momentum,0.3248068696279795,Medium
SLR003474,Beauty & Personal Care,Tier-2 City,9,721,1860,53826.08,3.86,0.1931,9,-0.2963,-0.0706,0.6575,0.1895,3,0,0,Star Performers,0.35917942869917724,Medium
SLR003475,Beauty & Personal Care,Tier-1 Metro,586,144,130,29325.62,3.96,0.1298,5,-0.3651,-0.0125,0.2877,0.1637,81,1,4,Declining Momentum,0.5108152585454622,Medium
SLR003476,Mobiles & Accessories,Tier-2 City,83,647,1245,65067.34,3.68,0.2326,6,-0.2467,-0.2175,0.4516,0.2526,0,0,4,Declining Momentum,0.5099331527491805,Medium
SLR003477,Grocery,Tier-3 Town,234,496,1779,66118.1,3.66,0.1707,8,-0.6873,0.2714,0.8459,0.2065,58,1,0,Star Performers,0.25461106387073995,Low
SLR003478,Beauty & Personal Care,Tier-2 City,519,211,227,14230.73,3.92,0.1849,7,-0.0073,-0.0523,0.4481,0.2299,18,1,4,Declining Momentum,0.4848176507867388,Medium
SLR003479,Mobiles & Accessories,Tier-2 City,479,251,348,17938.69,3.9,0.2806,4,-0.2571,-0.1621,0.6837,0.2027,8,0,1,Steady Mid-Tier,0.4324772338339466,Medium
SLR003480,Home & Kitchen,Tier-1 Metro,515,215,95,4850.47,4.17,0.1492,3,-0.0686,0.1661,1.0,0.108,16,0,3,Star Performers,0.08842346852868486,Low
SLR003481,Mobiles & Accessories,Tier-2 City,228,502,469,11026.2,3.65,0.2495,4,-0.3637,-0.1515,0.4601,0.189,67,1,4,Declining Momentum,0.48303080750989047,Medium
SLR003482,Beauty & Personal Care,Tier-3 Town,191,539,583,11442.19,2.85,0.2682,12,-0.2047,-0.2638,0.6146,0.2995,25,1,2,Struggling / High-Return Risk,0.8540431143104115,High
SLR003483,Beauty & Personal Care,Tier-2 City,0,730,1453,62848.53,3.94,0.1082,3,0.0811,0.2646,0.8749,0.1043,7,0,3,Star Performers,0.0362368185677579,Low
SLR003484,Electronics,Tier-1 Metro,639,91,453,158811.42,3.18,0.1863,4,-0.057,0.0684,0.5089,0.1009,17,1,4,Declining Momentum,0.445325496060058,Medium
SLR003485,Beauty & Personal Care,Tier-1 Metro,271,459,485,30321.14,3.91,0.1006,5,0.5198,-0.0891,0.844,0.123,0,0,3,Star Performers,0.0926768153441514,Low
SLR003486,Home & Kitchen,Tier-3 Town,329,401,157,13679.55,2.97,0.2694,9,-0.5152,-0.1829,0.5941,0.2923,3,0,2,Struggling / High-Return Risk,0.8441442422109472,High
SLR003487,Toys & Baby,Tier-2 City,36,694,245,4873.61,3.36,0.2521,10,-0.8308,-0.1898,0.5213,0.3072,23,1,2,Struggling / High-Return Risk,0.8713901844311576,High
SLR003488,Fashion,Tier-2 City,454,276,1425,199430.47,3.17,0.2826,7,-0.4983,-0.2151,0.5297,0.2282,24,1,2,Struggling / High-Return Risk,0.7209509778702285,High
SLR003489,Grocery,Tier-1 Metro,387,343,148,17762.83,3.81,0.123,2,0.2278,-0.0033,0.7446,0.0401,12,0,3,Star Performers,0.10872664326065892,Low
SLR003490,Grocery,Tier-1 Metro,4,726,154,2763.1,3.49,0.1133,7,0.026,-0.0862,0.5234,0.1883,59,1,4,Declining Momentum,0.3984736360030455,Medium
SLR003491,Toys & Baby,Tier-1 Metro,0,730,795,40796.99,3.91,0.1681,8,-0.2812,-0.1785,0.6177,0.2315,0,0,4,Declining Momentum,0.43655589958987834,Medium
SLR003492,Fashion,Tier-1 Metro,375,355,421,32071.75,3.05,0.2629,9,-0.5076,-0.0787,0.5325,0.2103,86,1,2,Struggling / High-Return Risk,0.750195799306979,High
SLR003493,Mobiles & Accessories,Tier-2 City,123,607,748,47067.01,3.77,0.2278,7,-0.3527,0.179,0.6906,0.2155,45,0,1,Steady Mid-Tier,0.27511120972303915,Low
SLR003494,Toys & Baby,Tier-2 City,243,487,388,21387.85,3.57,0.1837,5,-0.3165,-0.164,0.6394,0.1651,19,1,1,Steady Mid-Tier,0.4086414919762138,Medium
SLR003495,Grocery,Tier-1 Metro,297,433,421,31695.51,2.7,0.1554,10,-0.5445,-0.2216,0.3029,0.3028,47,1,2,Struggling / High-Return Risk,0.948236789902556,High
SLR003496,Beauty & Personal Care,Tier-2 City,0,730,1462,48146.9,3.47,0.2067,7,-0.6145,-0.2297,0.4384,0.175,37,1,2,Struggling / High-Return Risk,0.659871144139517,High
SLR003497,Beauty & Personal Care,Tier-1 Metro,491,239,509,68243.2,4.4,0.1319,8,0.4744,-0.2728,0.4258,0.2674,6,0,4,Declining Momentum,0.36721110965707504,Medium
SLR003498,Grocery,Tier-3 Town,348,382,1186,37795.71,4.11,0.1986,11,-0.1734,-0.1333,0.4818,0.2788,19,1,4,Declining Momentum,0.4876796830150263,Medium
SLR003499,Sports & Fitness,Tier-1 Metro,549,181,355,76391.44,4.38,0.1235,4,-0.2571,-0.3139,0.6687,0.1669,6,0,4,Declining Momentum,0.32506621700206684,Medium
SLR003500,Toys & Baby,Tier-2 City,175,555,180,11550.17,3.6,0.2324,6,-0.5471,-0.1269,0.2851,0.2083,5,1,4,Declining Momentum,0.6959804047092419,High
SLR003501,Electronics,Tier-2 City,582,148,82,21019.82,3.74,0.2329,5,0.0922,0.1607,0.4064,0.2299,24,0,4,Declining Momentum,0.4061516432600302,Medium
SLR003502,Home & Kitchen,Tier-2 City,453,277,206,29423.07,3.02,0.2293,3,-0.2485,-0.4249,0.3362,0.1919,33,1,2,Struggling / High-Return Risk,0.8257813079297579,High
SLR003503,Fashion,Tier-2 City,670,60,36,23419.77,4.36,0.3001,10,-0.6246,-0.4821,0.4008,0.1648,15,1,2,Struggling / High-Return Risk,0.68415904094297,High
SLR003504,Mobiles & Accessories,Tier-2 City,483,247,302,34734.11,4.21,0.1899,3,-0.0216,0.1257,0.4409,0.0791,20,0,3,Star Performers,0.10461757386293853,Low
SLR003505,Grocery,Tier-2 City,554,176,31,2926.85,4.14,0.1507,10,-0.3531,-0.1248,0.4473,0.1553,13,0,4,Declining Momentum,0.5106256806294712,Medium
SLR003506,Home & Kitchen,Tier-2 City,158,572,864,44065.63,4.16,0.2068,3,-0.506,0.0312,0.643,0.267,0,0,1,Steady Mid-Tier,0.3278619756782821,Medium
SLR003507,Home & Kitchen,Tier-1 Metro,587,143,455,106691.47,3.89,0.1401,3,0.1051,-0.1566,0.3178,0.0735,30,0,4,Declining Momentum,0.29837364676388833,Low
SLR003508,Beauty & Personal Care,Tier-1 Metro,402,328,163,18057.18,4.23,0.1638,13,-0.0905,-0.0425,0.3932,0.1374,3,0,4,Declining Momentum,0.46631502334926267,Medium
SLR003509,Grocery,Tier-2 City,228,502,706,25385.27,3.93,0.1555,11,-0.095,-0.2382,0.5224,0.2463,16,0,4,Declining Momentum,0.5518069632314153,Medium
SLR003510,Fashion,Tier-2 City,645,85,33,8740.25,3.97,0.2959,2,0.0437,-0.1857,0.5815,0.1382,27,1,1,Steady Mid-Tier,0.24758313272388421,Low
SLR003511,Home & Kitchen,Tier-1 Metro,544,186,184,38766.65,4.16,0.1345,3,0.3759,0.2467,0.6413,0.0654,0,0,3,Star Performers,0.06413661528421741,Low
SLR003512,Electronics,Tier-2 City,438,292,381,44354.1,3.65,0.2003,5,0.342,-0.203,0.6173,0.1906,17,0,4,Declining Momentum,0.30698373886260066,Medium
SLR003513,Sports & Fitness,Tier-2 City,639,91,136,48229.67,4.32,0.1868,0,-0.1119,-0.2824,0.2656,0.1946,15,0,4,Declining Momentum,0.42668175881240444,Medium
SLR003514,Grocery,Tier-1 Metro,156,574,1861,44157.28,4.26,0.0855,4,0.06,-0.0575,0.7613,0.1118,2,0,0,Star Performers,0.07906038162189215,Low
SLR003515,Grocery,Tier-1 Metro,680,50,92,74603.87,3.16,0.1463,3,-0.6793,-0.1739,0.7369,0.1275,50,1,1,Steady Mid-Tier,0.6963241508635714,High
SLR003516,Fashion,Tier-3 Town,411,319,52,6182.81,3.25,0.3998,9,-0.122,-0.4176,0.7234,0.1594,38,1,2,Struggling / High-Return Risk,0.6333210413436994,High
SLR003517,Electronics,Tier-2 City,503,227,304,40277.16,3.76,0.154,4,0.279,0.3324,0.6957,0.1274,20,0,3,Star Performers,0.08186762457418459,Low
SLR003518,Electronics,Tier-3 Town,207,523,584,40437.06,3.26,0.3172,9,-0.0027,-0.1376,0.654,0.3349,17,1,2,Struggling / High-Return Risk,0.6783398022064988,High
SLR003519,Toys & Baby,Tier-1 Metro,158,572,1922,71399.19,4.68,0.0741,0,0.4312,0.1001,1.0,0.0509,31,0,3,Star Performers,0.007559530816559934,Low
SLR003520,Electronics,Tier-2 City,604,126,40,7952.45,4.9,0.218,9,0.489,0.0335,0.7626,0.0607,19,0,3,Star Performers,0.050553817339071806,Low
SLR003521,Toys & Baby,Tier-2 City,291,439,843,73027.83,4.12,0.2088,6,0.0087,-0.1447,0.6092,0.3056,29,0,1,Steady Mid-Tier,0.3936431638057302,Medium
SLR003522,Toys & Baby,Tier-1 Metro,469,261,89,7422.69,3.34,0.1527,7,0.0044,-0.3866,0.2976,0.1509,49,1,4,Declining Momentum,0.6961355295231599,High
SLR003523,Mobiles & Accessories,Tier-3 Town,0,730,344,15045.7,3.69,0.2496,4,-0.2007,-0.1504,0.6177,0.2217,0,0,1,Steady Mid-Tier,0.25186012502533317,Low
SLR003524,Sports & Fitness,Tier-3 Town,0,730,2303,56658.25,3.71,0.2432,6,-0.4799,-0.0553,0.6831,0.1948,52,1,0,Star Performers,0.3239207406878428,Medium
SLR003525,Home & Kitchen,Tier-1 Metro,535,195,166,33531.01,3.3,0.1831,7,-0.0867,-0.1652,0.5776,0.2073,20,1,4,Declining Momentum,0.6872439028185358,High
SLR003526,Home & Kitchen,Tier-3 Town,295,435,398,9774.32,3.8,0.2068,1,-0.1265,0.044,0.7348,0.1719,30,0,1,Steady Mid-Tier,0.1367924325145658,Low
SLR003527,Grocery,Tier-1 Metro,581,149,243,18029.45,4.48,0.0865,5,0.0701,0.0224,0.6698,0.1109,36,0,3,Star Performers,0.11387172254984028,Low
SLR003528,Home & Kitchen,Tier-2 City,0,730,659,20725.5,3.23,0.2484,11,-0.11,-0.2468,0.4658,0.2706,132,1,2,Struggling / High-Return Risk,0.7895795586307508,High
SLR003529,Grocery,Tier-2 City,210,520,843,51794.18,4.0,0.1331,7,0.0942,0.0143,0.4439,0.2583,60,1,4,Declining Momentum,0.31139055084286665,Medium
SLR003530,Grocery,Tier-1 Metro,619,111,317,94916.66,3.46,0.1266,10,-0.0822,-0.1009,0.5128,0.2492,0,0,4,Declining Momentum,0.7270334508743538,High
SLR003531,Sports & Fitness,Tier-2 City,534,196,530,112672.11,3.48,0.1864,5,0.2717,0.1549,0.8672,0.1908,18,0,1,Steady Mid-Tier,0.24079835721977533,Low
SLR003532,Grocery,Tier-2 City,663,67,110,39629.39,3.94,0.1655,11,-0.0435,-0.0735,0.7075,0.2589,28,1,1,Steady Mid-Tier,0.5499849554517339,Medium
SLR003533,Electronics,Tier-1 Metro,451,279,279,26634.3,3.95,0.1689,11,-0.27,-0.1555,0.7043,0.151,14,0,1,Steady Mid-Tier,0.4395186536628666,Medium
SLR003534,Beauty & Personal Care,Tier-2 City,542,188,240,39483.31,3.33,0.2236,12,-0.5246,-0.2876,0.2694,0.2668,5,1,2,Struggling / High-Return Risk,0.9325066526538346,High
SLR003535,Electronics,Tier-1 Metro,311,419,311,16368.8,2.98,0.1744,5,-0.6398,-0.1357,0.5666,0.2147,12,1,2,Struggling / High-Return Risk,0.7510433598507665,High
SLR003536,Grocery,Tier-1 Metro,267,463,1149,38552.03,3.76,0.1362,8,-0.4671,0.0436,0.3701,0.1366,6,0,4,Declining Momentum,0.49843313655536925,Medium
SLR003537,Mobiles & Accessories,Tier-2 City,0,730,3510,99332.1,3.91,0.2472,6,-0.3952,0.023,0.6531,0.1685,13,0,0,Star Performers,0.20783941362879077,Low
SLR003538,Grocery,Tier-3 Town,338,392,321,14170.23,4.18,0.2143,15,-0.2512,-0.1975,0.3858,0.3116,40,1,2,Struggling / High-Return Risk,0.6987434668915714,High
SLR003539,Toys & Baby,Tier-3 Town,638,92,225,49268.0,3.68,0.2447,10,-0.2312,-0.2585,0.6749,0.3153,28,1,2,Struggling / High-Return Risk,0.7031042599984333,High
SLR003540,Toys & Baby,Tier-3 Town,363,367,145,14888.56,3.38,0.2708,13,-0.5968,-0.4313,0.4177,0.3559,87,1,2,Struggling / High-Return Risk,0.9288470585228944,High
SLR003541,Mobiles & Accessories,Tier-2 City,110,620,3043,203947.49,4.97,0.1772,3,0.1142,-0.2,0.831,0.0811,14,0,0,Star Performers,0.021151091144651593,Low
SLR003542,Toys & Baby,Tier-1 Metro,541,189,979,184274.99,3.89,0.1037,6,-0.2674,0.0558,0.8476,0.1615,5,0,3,Star Performers,0.2167152261157655,Low
SLR003543,Beauty & Personal Care,Tier-1 Metro,464,266,210,29738.46,3.87,0.1214,8,-0.5252,0.3275,0.6533,0.142,22,1,3,Star Performers,0.3095338718499104,Medium
SLR003544,Sports & Fitness,Tier-1 Metro,575,155,212,45984.4,3.14,0.1778,4,-0.1925,-0.1672,0.5747,0.2412,15,0,4,Declining Momentum,0.7573544103967549,High
SLR003545,Fashion,Tier-1 Metro,466,264,622,27556.17,3.5,0.2935,12,-0.5522,-0.1786,0.5598,0.2085,28,1,2,Struggling / High-Return Risk,0.7782554276415315,High
SLR003546,Beauty & Personal Care,Tier-1 Metro,484,246,334,43239.91,3.61,0.176,10,-0.6225,-0.386,0.6612,0.161,68,1,2,Struggling / High-Return Risk,0.7872352180435315,High
SLR003547,Grocery,Tier-1 Metro,393,337,182,16414.35,3.6,0.0847,3,-0.0645,0.217,0.4421,0.161,2,0,4,Declining Momentum,0.26157153399523786,Low
SLR003548,Sports & Fitness,Tier-1 Metro,151,579,2534,90062.2,4.09,0.0948,3,0.5992,0.2814,0.7237,0.18,19,1,0,Star Performers,0.03895705444270358,Low
SLR003549,Fashion,Tier-1 Metro,417,313,410,32162.6,3.58,0.2762,8,0.1781,-0.0613,0.5851,0.1128,29,1,1,Steady Mid-Tier,0.31734027711410584,Medium
SLR003550,Sports & Fitness,Tier-3 Town,21,709,1668,63480.86,3.52,0.2185,5,-0.0067,0.0082,0.511,0.2216,1,0,0,Star Performers,0.28475942676475335,Low
SLR003551,Toys & Baby,Tier-1 Metro,375,355,581,60626.59,4.47,0.1126,2,0.139,-0.0837,0.6086,0.0587,31,0,3,Star Performers,0.0636173980673778,Low
SLR003552,Home & Kitchen,Tier-1 Metro,412,318,134,4842.9,4.27,0.1475,5,0.0759,0.2947,0.6694,0.0811,24,1,3,Star Performers,0.08271314499605363,Low
SLR003553,Grocery,Tier-2 City,261,469,513,37180.37,4.45,0.1513,7,-0.0307,-0.037,0.5433,0.2968,14,0,4,Declining Momentum,0.3006413337242057,Medium
SLR003554,Sports & Fitness,Tier-3 Town,219,511,707,31799.12,4.0,0.2387,7,0.0465,-0.1572,0.6969,0.1914,0,0,1,Steady Mid-Tier,0.2514976895389254,Low
SLR003555,Home & Kitchen,Tier-1 Metro,615,115,102,33063.11,2.88,0.1473,9,-0.0947,0.1617,0.2743,0.1218,16,0,4,Declining Momentum,0.6920318655597714,High
SLR003556,Home & Kitchen,Tier-2 City,595,135,91,13053.32,3.89,0.1519,6,-0.3432,0.0282,1.0,0.1993,13,0,1,Steady Mid-Tier,0.26514648391453943,Low
SLR003557,Fashion,Tier-2 City,274,456,328,15236.69,3.65,0.3094,9,-0.0904,-0.3861,0.716,0.1725,5,1,2,Struggling / High-Return Risk,0.4813423848971208,Medium
SLR003558,Home & Kitchen,Tier-1 Metro,39,691,1434,35824.41,3.89,0.1666,9,-0.1757,-0.1133,0.416,0.1688,24,0,4,Declining Momentum,0.41967948332589816,Medium
SLR003559,Grocery,Tier-3 Town,586,144,100,28169.05,3.72,0.2094,10,-0.5191,-0.2525,0.6765,0.1817,5,1,1,Steady Mid-Tier,0.6316861554290202,High
SLR003560,Electronics,Tier-2 City,396,334,106,5592.35,3.56,0.2173,4,0.4828,0.2077,0.6381,0.17,13,0,3,Star Performers,0.1583427761349117,Low
SLR003561,Fashion,Tier-2 City,544,186,427,81424.35,3.67,0.3184,8,0.1123,-0.288,0.7396,0.1658,42,1,1,Steady Mid-Tier,0.42282687544433734,Medium
SLR003562,Mobiles & Accessories,Tier-1 Metro,520,210,59,3768.9,3.85,0.1929,6,0.0063,-0.1227,0.3864,0.0617,0,0,4,Declining Momentum,0.31216758838395753,Medium
SLR003563,Sports & Fitness,Tier-3 Town,68,662,1345,25386.14,3.33,0.2517,5,-0.2105,-0.1178,0.6868,0.3103,56,1,1,Steady Mid-Tier,0.5332790936194242,Medium
SLR003564,Home & Kitchen,Tier-1 Metro,254,476,580,30291.47,2.71,0.2332,9,-0.3252,-0.1597,0.7783,0.2553,0,0,2,Struggling / High-Return Risk,0.8520037925461168,High
SLR003565,Toys & Baby,Tier-2 City,275,455,754,59713.81,3.39,0.2066,9,-0.1769,-0.2317,0.2428,0.2164,43,1,2,Struggling / High-Return Risk,0.7415693644273733,High
SLR003566,Electronics,Tier-1 Metro,272,458,281,12619.55,4.35,0.1847,8,-0.1423,0.0484,0.4844,0.1365,39,0,4,Declining Momentum,0.22719867921272516,Low
SLR003567,Electronics,Tier-1 Metro,251,479,568,40159.58,3.34,0.1594,6,-0.2457,0.0447,0.3384,0.2225,43,1,4,Declining Momentum,0.5655198677632435,Medium
SLR003568,Beauty & Personal Care,Tier-3 Town,391,339,156,15071.21,3.81,0.2554,9,0.0906,0.0119,0.4763,0.2288,12,0,4,Declining Momentum,0.43535969090233256,Medium
SLR003569,Electronics,Tier-1 Metro,186,544,1060,60767.84,3.48,0.1817,3,0.1296,0.3596,0.6684,0.2105,0,0,3,Star Performers,0.17074706856365301,Low
SLR003570,Fashion,Tier-1 Metro,508,222,666,95185.82,3.64,0.293,15,-0.1639,0.0356,0.5681,0.1334,50,1,2,Struggling / High-Return Risk,0.5615661505559879,Medium
SLR003571,Sports & Fitness,Tier-2 City,536,194,207,11633.57,4.15,0.2103,9,-0.2963,-0.1166,0.5054,0.2015,9,0,4,Declining Momentum,0.5617784913666715,Medium
SLR003572,Toys & Baby,Tier-1 Metro,482,248,177,15692.46,3.73,0.1367,7,-0.3212,-0.0532,0.8184,0.1688,0,0,1,Steady Mid-Tier,0.36823503431465515,Medium
SLR003573,Electronics,Tier-1 Metro,558,172,356,57928.39,3.68,0.1876,9,-0.8261,-0.4822,0.374,0.3551,91,1,2,Struggling / High-Return Risk,0.9362038069672629,High
SLR003574,Mobiles & Accessories,Tier-3 Town,608,122,250,82193.15,2.53,0.3747,15,-0.0089,0.1138,0.4578,0.3378,35,1,2,Struggling / High-Return Risk,0.9253203135093495,High
SLR003575,Mobiles & Accessories,Tier-1 Metro,77,653,462,27117.39,3.75,0.1857,9,-0.1283,-0.289,0.6655,0.2325,50,1,1,Steady Mid-Tier,0.46457092430171526,Medium
SLR003576,Sports & Fitness,Tier-2 City,534,196,274,19695.42,3.95,0.1866,10,-0.3001,-0.2041,0.5241,0.1999,0,0,4,Declining Momentum,0.6259886297300169,High
SLR003577,Toys & Baby,Tier-2 City,562,168,80,17070.96,4.1,0.2041,6,-0.0603,-0.2021,0.3373,0.2249,3,0,4,Declining Momentum,0.5210643526649728,Medium
SLR003578,Toys & Baby,Tier-1 Metro,250,480,1332,63391.48,4.66,0.1049,6,-0.0309,0.1785,0.7966,0.0385,14,0,3,Star Performers,0.03164546985417274,Low
SLR003579,Toys & Baby,Tier-3 Town,620,110,148,26695.15,4.0,0.2442,4,-0.1975,0.1407,0.478,0.1908,18,1,4,Declining Momentum,0.27691280141342123,Low
SLR003580,Grocery,Tier-1 Metro,165,565,872,32117.08,3.48,0.1282,15,-0.51,0.0712,0.5627,0.2413,44,1,2,Struggling / High-Return Risk,0.7207657549395946,High
SLR003581,Beauty & Personal Care,Tier-2 City,490,240,221,38474.06,4.16,0.1591,6,0.3326,0.162,0.7923,0.169,8,0,3,Star Performers,0.11018924115234859,Low
SLR003582,Sports & Fitness,Tier-2 City,280,450,197,5183.73,3.5,0.2112,10,-0.2244,0.1371,0.3506,0.2667,169,1,4,Declining Momentum,0.696643281091894,High
SLR003583,Home & Kitchen,Tier-3 Town,543,187,89,12330.33,3.95,0.2376,3,-0.048,-0.0942,0.6811,0.3086,3,0,1,Steady Mid-Tier,0.36653233962347886,Medium
SLR003584,Mobiles & Accessories,Tier-2 City,616,114,188,36324.96,4.55,0.1913,2,0.1864,0.0196,0.5181,0.0965,4,0,3,Star Performers,0.07295847778732863,Low
SLR003585,Home & Kitchen,Tier-2 City,477,253,215,15432.12,2.99,0.1949,5,-0.6636,-0.0833,0.5333,0.2149,111,1,2,Struggling / High-Return Risk,0.7856324250702162,High
SLR003586,Mobiles & Accessories,Tier-2 City,298,432,383,13228.97,4.17,0.264,7,-0.1232,0.1038,0.5131,0.1172,43,1,4,Declining Momentum,0.2092539862217777,Low
SLR003587,Mobiles & Accessories,Tier-1 Metro,602,128,130,26892.14,2.66,0.253,12,-0.4103,-0.1413,0.5915,0.3291,49,1,2,Struggling / High-Return Risk,0.945186181389701,High
SLR003588,Beauty & Personal Care,Tier-1 Metro,0,730,690,34451.0,3.72,0.1265,3,0.2508,-0.1647,0.6702,0.1777,5,0,3,Star Performers,0.19230282191770526,Low
SLR003589,Electronics,Tier-3 Town,659,71,44,17669.23,3.71,0.287,10,0.4363,0.188,0.6199,0.2393,22,0,1,Steady Mid-Tier,0.3176319183588565,Medium
SLR003590,Sports & Fitness,Tier-3 Town,586,144,89,14470.76,4.57,0.1941,5,-0.1557,-0.0811,0.7889,0.1967,16,0,1,Steady Mid-Tier,0.15163964779235803,Low
SLR003591,Fashion,Tier-2 City,458,272,396,26801.22,3.57,0.3224,8,-0.1874,-0.3188,0.3928,0.1395,7,0,2,Struggling / High-Return Risk,0.6226745945975524,High
SLR003592,Electronics,Tier-2 City,535,195,544,112730.25,4.53,0.1565,0,-0.1555,0.2535,0.6666,0.1317,12,0,3,Star Performers,0.05401097842603447,Low
SLR003593,Home & Kitchen,Tier-1 Metro,440,290,206,16959.68,4.72,0.18,2,0.2485,-0.0323,0.794,0.1862,0,0,3,Star Performers,0.09237893759063616,Low
SLR003594,Grocery,Tier-2 City,523,207,333,22759.8,4.75,0.122,2,0.3558,0.1591,0.5167,0.0678,3,0,3,Star Performers,0.03744935690450834,Low
SLR003595,Sports & Fitness,Tier-1 Metro,288,442,870,27321.87,4.19,0.1373,4,-0.4869,0.1235,0.6283,0.1988,16,0,4,Declining Momentum,0.26801967972528495,Low
SLR003596,Beauty & Personal Care,Tier-2 City,486,244,400,51136.44,4.35,0.1586,5,0.5154,0.094,0.6759,0.156,11,1,3,Star Performers,0.08455641105690663,Low
SLR003597,Fashion,Tier-3 Town,420,310,557,67227.81,3.82,0.331,8,0.1773,-0.0403,0.5527,0.1608,32,0,1,Steady Mid-Tier,0.21933497295102128,Low
SLR003598,Fashion,Tier-1 Metro,319,411,133,4975.16,3.36,0.2893,4,-0.1388,-0.1841,0.4627,0.2234,136,1,2,Struggling / High-Return Risk,0.5994280380435966,Medium
SLR003599,Mobiles & Accessories,Tier-1 Metro,610,120,86,20654.84,3.45,0.2289,5,-0.5143,-0.3189,0.5104,0.1527,23,0,4,Declining Momentum,0.7316060987118314,High
SLR003600,Home & Kitchen,Tier-1 Metro,591,139,164,25746.52,3.98,0.1781,7,-0.3618,-0.1527,0.324,0.2111,40,1,4,Declining Momentum,0.6785744700128378,High
SLR003601,Beauty & Personal Care,Tier-2 City,307,423,493,18537.22,3.59,0.137,4,0.0691,-0.0704,0.492,0.0,5,0,3,Star Performers,0.16311840822910706,Low
