seller_id,category,seller_tier_city,join_day,tenure_days,order_count,avg_monthly_revenue,avg_rating,return_rate,support_tickets_total,order_velocity_30d_change,rating_trend_90d,pricing_competitiveness,sla_breach_rate,days_since_last_order,churned
SLR002350,Toys & Baby,Tier-3 Town,628,102,257,102671.96,2.7,0.2787,13,-0.5101,-0.1933,0.2887,0.3713,102,1
SLR002351,Fashion,Tier-3 Town,610,120,351,100940.28,3.09,0.3686,10,-0.1582,-0.3037,0.4533,0.3,63,1
SLR002352,Grocery,Tier-3 Town,598,132,214,44919.43,3.34,0.2212,7,-0.3859,-0.0238,0.4262,0.2876,0,0
SLR002353,Grocery,Tier-2 City,554,176,38,7350.24,3.97,0.1506,2,0.2701,-0.0372,0.5845,0.1683,40,1
SLR002354,Electronics,Tier-1 Metro,568,162,299,69708.0,3.64,0.1935,8,-0.017,0.1238,0.9357,0.1398,9,0
SLR002355,Beauty & Personal Care,Tier-1 Metro,623,107,60,10563.95,4.16,0.1425,13,0.0407,-0.1964,0.6692,0.1318,35,0
SLR002356,Home & Kitchen,Tier-2 City,575,155,179,18964.6,4.27,0.1616,6,-0.3281,0.054,0.4628,0.2395,28,1
SLR002357,Beauty & Personal Care,Tier-2 City,593,137,169,39839.91,3.13,0.19,7,-0.4351,-0.2231,0.6565,0.2368,60,1
SLR002358,Mobiles & Accessories,Tier-1 Metro,554,176,459,90552.77,3.94,0.2008,6,-0.0238,0.0859,0.5866,0.1251,15,0
SLR002359,Toys & Baby,Tier-3 Town,384,346,110,7110.09,2.61,0.2641,9,0.0178,-0.1303,0.4024,0.292,11,0
SLR002360,Grocery,Tier-3 Town,551,179,208,31410.37,4.47,0.1823,8,0.3395,0.2679,0.7568,0.1731,0,0
SLR002361,Toys & Baby,Tier-1 Metro,507,223,629,74893.23,3.23,0.1875,10,0.1949,0.0304,0.4408,0.2399,5,1
SLR002362,Electronics,Tier-2 City,548,182,48,9647.34,3.82,0.2512,12,-0.8499,-0.1663,0.4054,0.1886,0,0
SLR002363,Electronics,Tier-1 Metro,0,730,1526,55042.4,4.69,0.1124,1,0.4867,0.2513,0.8412,0.041,2,0
SLR002364,Toys & Baby,Tier-1 Metro,434,296,236,27093.8,4.14,0.1354,8,0.0672,-0.0106,0.7815,0.1215,35,1
SLR002365,Electronics,Tier-1 Metro,0,730,498,19078.09,3.57,0.2393,9,-0.4989,-0.2394,0.376,0.2654,5,1
SLR002366,Toys & Baby,Tier-3 Town,225,505,290,11197.17,3.56,0.27,7,0.1668,-0.2674,0.6866,0.2512,14,0
SLR002367,Electronics,Tier-2 City,0,730,438,16705.86,3.66,0.2717,9,-0.5019,-0.264,0.5361,0.2747,5,1
SLR002368,Mobiles & Accessories,Tier-2 City,660,70,279,86076.5,4.32,0.2277,4,0.2283,-0.0083,0.5971,0.0631,14,0
SLR002369,Electronics,Tier-3 Town,589,141,709,206644.77,4.41,0.208,8,0.0911,0.0085,0.7834,0.2187,6,0
SLR002370,Grocery,Tier-1 Metro,342,388,312,26163.2,4.02,0.0499,2,0.3096,0.0313,0.6952,0.0284,5,0
SLR002371,Home & Kitchen,Tier-1 Metro,671,59,123,52365.37,3.63,0.1982,7,0.1751,-0.1029,0.6655,0.1657,41,1
SLR002372,Sports & Fitness,Tier-1 Metro,717,13,10,11095.02,4.51,0.1059,6,0.479,0.1142,0.5539,0.1084,5,0
SLR002373,Fashion,Tier-3 Town,404,326,687,32507.55,3.66,0.3713,5,-0.2561,-0.2719,0.7576,0.2161,0,0
SLR002374,Grocery,Tier-2 City,486,244,477,60787.06,3.9,0.1828,6,0.5341,-0.0743,0.794,0.1731,9,0
SLR002375,Mobiles & Accessories,Tier-1 Metro,0,730,1003,49872.46,4.37,0.1387,3,0.4583,-0.0602,0.4638,0.1223,19,0
SLR002376,Mobiles & Accessories,Tier-1 Metro,356,374,438,21188.44,3.38,0.221,6,0.1501,-0.322,0.6808,0.2589,60,1
SLR002377,Fashion,Tier-1 Metro,512,218,210,16348.49,3.13,0.3156,9,-0.4125,-0.468,0.5006,0.264,28,1
SLR002378,Toys & Baby,Tier-1 Metro,519,211,666,117833.59,3.66,0.1395,2,-0.3346,-0.2933,0.7118,0.0177,16,0
SLR002379,Mobiles & Accessories,Tier-1 Metro,579,151,93,13850.75,3.18,0.1988,7,-0.4486,-0.1728,0.6021,0.1879,11,1
SLR002380,Grocery,Tier-2 City,546,184,191,29741.86,3.47,0.1489,1,0.4887,-0.1327,0.589,0.1565,0,0
SLR002381,Fashion,Tier-1 Metro,672,58,183,46743.36,4.12,0.2309,8,-0.0534,0.3222,0.5733,0.1348,12,0
SLR002382,Mobiles & Accessories,Tier-2 City,471,259,1060,120240.04,3.26,0.2814,12,-0.1009,-0.4697,0.4391,0.1217,0,0
SLR002383,Home & Kitchen,Tier-1 Metro,582,148,110,11773.72,4.73,0.1371,7,-0.1366,-0.0656,0.5219,0.0905,11,0
SLR002384,Sports & Fitness,Tier-1 Metro,480,250,197,9090.67,3.69,0.1609,13,0.1583,-0.3108,0.7551,0.1527,15,0
SLR002385,Home & Kitchen,Tier-1 Metro,630,100,52,16598.19,2.77,0.1459,9,0.0276,-0.0567,0.954,0.2762,26,1
SLR002386,Electronics,Tier-1 Metro,571,159,267,38696.96,4.04,0.1612,10,-0.0492,0.1294,0.7475,0.0622,3,0
SLR002387,Grocery,Tier-2 City,489,241,705,103706.57,3.88,0.1407,5,-0.0391,-0.0262,0.6182,0.2445,6,0
SLR002388,Electronics,Tier-2 City,0,730,223,8860.38,3.11,0.2149,6,-0.0655,-0.2578,0.6,0.0651,28,0
SLR002389,Toys & Baby,Tier-1 Metro,412,318,159,12801.48,4.62,0.1477,7,-0.2729,-0.0085,0.4027,0.1327,0,0
SLR002390,Toys & Baby,Tier-1 Metro,0,730,1463,81469.69,3.65,0.1702,7,-0.2705,0.04,0.4441,0.1632,29,1
SLR002391,Mobiles & Accessories,Tier-1 Metro,244,486,990,64744.22,3.86,0.2079,9,0.5297,-0.0761,0.679,0.22,11,0
SLR002392,Mobiles & Accessories,Tier-3 Town,237,493,846,53844.95,4.44,0.303,7,0.3027,-0.1152,0.7782,0.2832,13,0
SLR002393,Sports & Fitness,Tier-3 Town,467,263,738,49056.53,3.83,0.2352,5,0.1418,-0.0878,0.6502,0.2222,4,0
SLR002394,Sports & Fitness,Tier-2 City,230,500,1459,77777.99,4.26,0.2121,5,0.1392,0.0549,0.8209,0.1889,0,0
SLR002395,Mobiles & Accessories,Tier-3 Town,485,245,200,17886.87,3.66,0.3267,10,-0.3968,-0.2562,0.596,0.3238,9,1
SLR002396,Mobiles & Accessories,Tier-2 City,213,517,898,31348.87,4.09,0.2292,4,-0.2903,-0.0473,0.8248,0.1202,4,0
SLR002397,Fashion,Tier-2 City,587,143,102,24782.66,3.13,0.3347,10,-0.2971,-0.2896,0.3039,0.2513,50,1
SLR002398,Mobiles & Accessories,Tier-2 City,592,138,119,10880.26,3.48,0.2775,5,-0.383,-0.1329,0.3726,0.2935,53,1
SLR002399,Home & Kitchen,Tier-3 Town,533,197,205,38789.09,3.72,0.2395,9,-0.0198,0.0053,0.5207,0.2412,23,1
SLR002400,Sports & Fitness,Tier-2 City,53,677,477,17496.44,3.11,0.2073,9,-0.3131,-0.2879,0.5593,0.2808,78,1
SLR002401,Home & Kitchen,Tier-1 Metro,326,404,270,8561.01,4.15,0.1372,7,0.0496,0.1225,0.3526,0.1152,0,0
SLR002402,Beauty & Personal Care,Tier-1 Metro,564,166,312,33321.05,4.27,0.092,4,0.49,0.1081,0.6675,0.0307,15,0
SLR002403,Mobiles & Accessories,Tier-1 Metro,3,727,1365,48657.06,3.32,0.1985,9,0.1246,0.0429,0.4968,0.1877,67,1
SLR002404,Sports & Fitness,Tier-1 Metro,518,212,530,99987.2,2.31,0.1971,10,-0.2685,-0.1471,0.7378,0.2451,51,1
SLR002405,Fashion,Tier-2 City,501,229,436,68903.34,3.59,0.2732,6,-0.0013,-0.1904,0.8154,0.2232,6,0
SLR002406,Home & Kitchen,Tier-1 Metro,0,730,2231,65638.26,4.21,0.1033,3,-0.0574,0.1062,0.5078,0.1052,4,0
SLR002407,Grocery,Tier-2 City,646,84,182,23133.64,4.08,0.0863,6,0.389,0.1781,0.5011,0.155,3,0
SLR002408,Toys & Baby,Tier-2 City,385,345,363,25949.79,4.19,0.1418,1,0.5754,-0.0265,0.5836,0.1503,0,0
SLR002409,Grocery,Tier-3 Town,337,393,2071,213883.09,4.56,0.1605,1,-0.0459,-0.0747,0.628,0.1663,0,0
SLR002410,Mobiles & Accessories,Tier-1 Metro,652,78,34,5063.86,4.13,0.1756,6,0.555,0.0623,0.7755,0.06,0,0
SLR002411,Mobiles & Accessories,Tier-2 City,369,361,654,37430.03,3.05,0.2694,12,0.0455,-0.5248,0.5648,0.2902,25,1
SLR002412,Home & Kitchen,Tier-3 Town,579,151,53,7544.37,3.94,0.2496,7,0.0442,-0.0988,0.5857,0.2721,3,0
SLR002413,Grocery,Tier-2 City,505,225,851,40319.36,3.82,0.1424,1,0.3303,0.0301,0.7838,0.1816,2,0
SLR002414,Electronics,Tier-1 Metro,531,199,584,47640.24,4.16,0.1817,4,0.1018,-0.2654,0.7353,0.0646,13,0
SLR002415,Grocery,Tier-1 Metro,439,291,187,11344.14,3.1,0.1494,4,0.5393,-0.1149,0.6642,0.1711,13,0
SLR002416,Beauty & Personal Care,Tier-1 Metro,284,446,32,1676.99,4.11,0.178,2,-0.5314,-0.2139,0.4855,0.1597,0,0
SLR002417,Beauty & Personal Care,Tier-2 City,0,730,1510,75767.42,3.75,0.1804,2,0.0996,-0.013,0.6184,0.2854,0,0
SLR002418,Sports & Fitness,Tier-2 City,309,421,1185,97672.09,4.53,0.1527,7,0.0975,-0.0018,0.7797,0.0796,8,0
SLR002419,Toys & Baby,Tier-1 Metro,284,446,1062,72879.62,3.24,0.1753,8,-0.1528,-0.0609,0.5595,0.1792,36,1
SLR002420,Sports & Fitness,Tier-2 City,401,329,617,78264.49,4.51,0.1695,2,0.3033,-0.24,0.9186,0.0812,4,0
SLR002421,Beauty & Personal Care,Tier-3 Town,684,46,14,12072.12,3.46,0.2894,10,-0.5705,-0.3036,0.6539,0.3002,18,1
SLR002422,Toys & Baby,Tier-3 Town,412,318,1087,105384.76,3.76,0.2198,8,0.0895,-0.0949,0.333,0.3359,0,0
SLR002423,Beauty & Personal Care,Tier-1 Metro,607,123,142,31625.66,2.76,0.1943,18,-0.7561,-0.2602,0.3025,0.2169,19,1
SLR002424,Mobiles & Accessories,Tier-2 City,521,209,243,20378.06,3.44,0.2655,7,-0.0016,-0.1003,0.6051,0.1492,10,0
SLR002425,Fashion,Tier-3 Town,148,582,1678,85629.06,3.9,0.3235,12,-0.4644,-0.3317,0.4721,0.0963,16,1
SLR002426,Beauty & Personal Care,Tier-1 Metro,713,17,51,53364.93,4.56,0.1057,3,0.2027,0.2545,0.7344,0.0154,14,0
SLR002427,Grocery,Tier-1 Metro,280,450,1208,53134.67,4.4,0.0813,3,-0.0965,-0.08,0.6432,0.113,19,1
SLR002428,Fashion,Tier-2 City,65,665,1142,65844.34,3.36,0.3315,7,-0.2576,-0.3269,0.5969,0.2244,25,0
SLR002429,Electronics,Tier-2 City,498,232,123,6883.44,4.49,0.194,1,0.2715,0.0542,0.7724,0.2078,14,0
SLR002430,Home & Kitchen,Tier-1 Metro,84,646,1920,81219.8,4.04,0.1609,5,0.2128,-0.0677,0.4749,0.1597,13,0
SLR002431,Home & Kitchen,Tier-2 City,530,200,358,62311.92,4.01,0.2248,5,-0.2408,-0.1198,0.5692,0.1956,3,0
SLR002432,Electronics,Tier-1 Metro,570,160,129,32013.82,4.19,0.1461,4,0.4825,-0.1064,0.5259,0.1674,0,0
SLR002433,Toys & Baby,Tier-2 City,455,275,1122,46519.27,3.41,0.1773,2,0.2465,-0.553,0.8042,0.1327,5,0
SLR002434,Fashion,Tier-1 Metro,130,600,633,21897.09,3.61,0.2897,7,-0.349,-0.1385,0.4974,0.2611,44,1
SLR002435,Mobiles & Accessories,Tier-1 Metro,0,730,925,41632.5,4.54,0.128,4,0.0521,0.155,0.6145,0.0527,1,0
SLR002436,Sports & Fitness,Tier-1 Metro,0,730,267,5020.69,3.53,0.1138,8,0.1159,-0.2036,0.6716,0.1578,39,1
SLR002437,Electronics,Tier-1 Metro,111,619,397,26596.72,3.67,0.1781,1,0.3776,-0.1615,0.6764,0.0117,19,0
SLR002438,Beauty & Personal Care,Tier-2 City,651,79,26,10302.0,3.48,0.174,4,-0.2614,0.1862,0.6421,0.1958,57,1
SLR002439,Fashion,Tier-1 Metro,424,306,486,45778.1,3.06,0.3059,10,-0.0879,-0.2378,0.6849,0.2695,12,1
SLR002440,Fashion,Tier-1 Metro,119,611,812,29328.57,4.33,0.2894,4,-0.1904,-0.0227,0.3906,0.0573,14,0
SLR002441,Beauty & Personal Care,Tier-2 City,431,299,218,28863.88,3.43,0.1948,12,0.2021,-0.0102,0.4851,0.1543,78,1
SLR002442,Beauty & Personal Care,Tier-3 Town,608,122,235,69981.36,3.57,0.237,9,-0.3282,0.0706,0.5318,0.2698,12,0
SLR002443,Beauty & Personal Care,Tier-2 City,0,730,1238,23344.0,4.01,0.1438,5,0.0717,0.1395,0.7859,0.1173,0,0
SLR002444,Sports & Fitness,Tier-2 City,510,220,462,78953.21,3.54,0.2028,7,0.3359,-0.1726,0.8449,0.1225,10,0
SLR002445,Fashion,Tier-2 City,408,322,1496,184065.1,3.67,0.2765,7,-0.0495,-0.1028,0.5936,0.1727,0,0
SLR002446,Grocery,Tier-2 City,372,358,547,39381.14,3.75,0.1303,2,0.2198,0.038,0.57,0.1304,64,1
SLR002447,Mobiles & Accessories,Tier-2 City,520,210,348,41034.17,4.58,0.2094,7,0.0714,0.0739,0.7352,0.0862,0,0
SLR002448,Fashion,Tier-3 Town,580,150,333,62256.53,3.72,0.3531,14,-0.188,-0.2359,0.4806,0.2112,0,0
SLR002449,Mobiles & Accessories,Tier-1 Metro,406,324,298,32316.12,2.5,0.2312,15,-0.633,0.0635,0.3526,0.2059,33,1
SLR002450,Beauty & Personal Care,Tier-2 City,502,228,240,31567.99,4.4,0.1551,5,-0.0293,0.0135,1.0,0.0359,24,0
SLR002451,Sports & Fitness,Tier-2 City,547,183,211,34456.18,4.5,0.1688,3,0.0277,0.2366,0.7484,0.1703,7,0
SLR002452,Electronics,Tier-3 Town,28,702,2441,45793.67,3.26,0.3153,10,-0.0866,-0.0245,0.6696,0.2148,54,1
SLR002453,Sports & Fitness,Tier-3 Town,652,78,28,7718.84,3.17,0.3151,13,0.0414,-0.2858,0.6654,0.3474,78,1
SLR002454,Sports & Fitness,Tier-2 City,277,453,123,10954.91,2.97,0.2291,5,-0.3878,-0.0822,0.3803,0.2015,25,1
SLR002455,Beauty & Personal Care,Tier-2 City,136,594,644,43174.52,3.0,0.1854,7,-0.3711,-0.2287,0.5111,0.2733,98,1
SLR002456,Fashion,Tier-1 Metro,515,215,328,45019.1,3.76,0.2741,13,0.105,-0.2692,0.4678,0.1951,26,0
SLR002457,Home & Kitchen,Tier-2 City,109,621,392,14543.05,3.54,0.1704,8,-0.1308,-0.0996,0.275,0.1933,12,0
SLR002458,Sports & Fitness,Tier-2 City,513,217,365,22019.27,4.06,0.1853,7,-0.5113,-0.2128,0.5995,0.1322,35,1
SLR002459,Grocery,Tier-2 City,517,213,61,7286.28,3.56,0.1403,7,-0.0103,-0.0109,0.7286,0.1551,1,0
SLR002460,Grocery,Tier-2 City,581,149,139,34463.87,4.3,0.1704,6,0.0688,-0.111,0.9315,0.2455,3,0
SLR002461,Electronics,Tier-1 Metro,430,300,501,68425.78,3.72,0.1503,5,-0.1187,0.2787,0.4714,0.0904,16,1
SLR002462,Sports & Fitness,Tier-3 Town,167,563,1197,26312.43,4.36,0.2365,7,0.0357,0.0512,0.9374,0.1891,21,1
SLR002463,Mobiles & Accessories,Tier-2 City,0,730,1332,52807.73,4.69,0.1683,1,-0.1309,0.0467,0.5868,0.1573,16,0
SLR002464,Electronics,Tier-2 City,622,108,162,52234.93,3.82,0.1879,4,-0.0393,-0.2587,0.5984,0.088,19,0
SLR002465,Mobiles & Accessories,Tier-1 Metro,167,563,1113,22624.0,3.28,0.2551,8,-0.0269,-0.4802,0.458,0.197,2,0
SLR002466,Grocery,Tier-2 City,364,366,98,9622.4,4.07,0.1199,4,-0.2085,-0.0086,0.6093,0.1826,0,0
SLR002467,Toys & Baby,Tier-1 Metro,363,367,502,53400.12,3.99,0.121,6,0.0594,0.1804,0.5582,0.1862,0,0
SLR002468,Mobiles & Accessories,Tier-2 City,490,240,71,6183.01,3.76,0.1926,7,0.0324,0.0769,0.5848,0.1815,3,0
SLR002469,Home & Kitchen,Tier-1 Metro,0,730,559,10316.4,3.7,0.1812,7,0.159,-0.0177,0.7063,0.0764,42,1
SLR002470,Mobiles & Accessories,Tier-1 Metro,573,157,464,43778.21,3.55,0.2413,6,-0.1855,-0.0725,0.4895,0.2815,58,1
SLR002471,Beauty & Personal Care,Tier-1 Metro,472,258,225,33074.16,4.09,0.1659,8,-0.2234,0.0605,0.4208,0.2282,5,1
SLR002472,Toys & Baby,Tier-1 Metro,469,261,227,32313.12,4.71,0.1051,5,-0.1432,0.161,0.5692,0.0,0,0
SLR002473,Grocery,Tier-1 Metro,500,230,292,45849.15,4.5,0.0447,2,-0.0485,0.1116,0.5208,0.0415,8,0
SLR002474,Mobiles & Accessories,Tier-1 Metro,477,253,415,40992.7,3.36,0.2172,8,-0.1196,-0.1151,0.6102,0.1394,95,1
SLR002475,Toys & Baby,Tier-1 Metro,124,606,662,42187.28,4.14,0.163,8,0.3172,0.0288,0.5042,0.2162,15,0
SLR002476,Toys & Baby,Tier-2 City,390,340,486,49447.93,3.11,0.2269,16,-0.0451,0.0474,0.3345,0.2913,14,0
SLR002477,Electronics,Tier-2 City,271,459,325,26050.91,2.89,0.2642,9,-0.2919,0.0636,0.6133,0.2931,8,1
SLR002478,Electronics,Tier-1 Metro,265,465,228,14634.14,3.54,0.202,6,-0.3257,-0.1494,0.5045,0.277,57,1
SLR002479,Home & Kitchen,Tier-1 Metro,222,508,216,10237.42,3.54,0.1347,4,-0.0016,-0.0771,0.3546,0.0421,2,0
SLR002480,Home & Kitchen,Tier-2 City,431,299,1313,111176.34,4.29,0.1738,10,-0.1828,-0.198,0.5902,0.1805,14,0
SLR002481,Electronics,Tier-2 City,444,286,77,7590.92,4.12,0.2743,7,-0.7591,-0.3019,0.606,0.2382,102,1
SLR002482,Sports & Fitness,Tier-3 Town,543,187,405,33943.97,4.12,0.2598,9,-0.3537,0.0099,0.7,0.2826,28,1
SLR002483,Grocery,Tier-2 City,99,631,222,8142.37,4.03,0.1774,2,-0.0307,-0.0802,0.6898,0.1535,25,1
SLR002484,Toys & Baby,Tier-2 City,562,168,302,42308.78,3.92,0.1865,5,0.1271,0.0767,0.5055,0.1073,34,1
SLR002485,Mobiles & Accessories,Tier-3 Town,490,240,261,30097.07,4.53,0.26,5,-0.3384,0.0277,0.5455,0.204,0,0
SLR002486,Beauty & Personal Care,Tier-2 City,531,199,93,5708.34,3.92,0.1901,4,-0.0909,-0.0473,0.7496,0.1873,33,1
SLR002487,Mobiles & Accessories,Tier-2 City,361,369,799,62335.8,4.05,0.2157,4,0.0255,0.0739,0.7147,0.1768,13,0
SLR002488,Sports & Fitness,Tier-3 Town,240,490,163,9432.91,4.39,0.214,8,-0.0681,0.055,0.6855,0.2281,0,0
SLR002489,Home & Kitchen,Tier-2 City,605,125,267,68284.42,3.59,0.1797,6,-0.2265,0.1118,0.6043,0.2597,15,0
SLR002490,Mobiles & Accessories,Tier-3 Town,443,287,74,9814.14,3.67,0.2978,11,-0.4392,0.0071,0.4193,0.2949,8,1
SLR002491,Sports & Fitness,Tier-1 Metro,652,78,205,71252.99,4.82,0.0914,2,0.2632,0.1364,0.6575,0.0,10,0
SLR002492,Beauty & Personal Care,Tier-2 City,0,730,945,20641.77,3.62,0.163,7,-0.3073,-0.0928,0.1691,0.1592,4,0
SLR002493,Beauty & Personal Care,Tier-1 Metro,456,274,500,70851.33,3.5,0.2001,10,-0.6929,-0.1925,0.4293,0.2006,59,1
SLR002494,Mobiles & Accessories,Tier-1 Metro,443,287,551,22383.83,3.37,0.2182,7,-0.4336,0.0562,0.8043,0.166,39,1
SLR002495,Beauty & Personal Care,Tier-3 Town,490,240,454,49859.73,3.21,0.2237,3,0.0222,0.0891,0.5598,0.2517,0,0
SLR002496,Home & Kitchen,Tier-1 Metro,340,390,53,1663.96,3.76,0.1643,6,0.012,0.0367,0.5733,0.003,26,0
SLR002497,Mobiles & Accessories,Tier-1 Metro,492,238,407,23204.04,4.65,0.1738,5,-0.5625,-0.0559,0.7768,0.0608,4,0
SLR002498,Sports & Fitness,Tier-1 Metro,0,730,424,16187.51,3.17,0.1708,5,-0.2495,-0.2157,0.3134,0.1587,30,1
SLR002499,Sports & Fitness,Tier-2 City,420,310,413,26142.77,3.15,0.2321,3,-0.2619,0.1759,0.7915,0.1625,47,1
SLR002500,Home & Kitchen,Tier-1 Metro,655,75,64,16398.86,3.7,0.1663,7,0.0193,-0.2067,0.4506,0.2045,5,0
SLR002501,Sports & Fitness,Tier-1 Metro,0,730,1515,33173.6,3.63,0.1569,11,-0.4636,-0.1568,0.4991,0.1919,13,0
SLR002502,Fashion,Tier-2 City,464,266,457,63543.36,4.13,0.3115,9,-0.4136,-0.1286,0.5643,0.1281,9,0
SLR002503,Fashion,Tier-1 Metro,0,730,387,7606.51,3.46,0.2544,8,-0.153,-0.1722,0.5123,0.1667,7,0
SLR002504,Sports & Fitness,Tier-2 City,679,51,60,25230.55,3.03,0.1764,14,-0.5214,-0.3257,0.4909,0.3399,51,1
SLR002505,Electronics,Tier-3 Town,318,412,333,30440.13,3.57,0.2773,5,-0.2837,-0.0213,0.7177,0.303,0,0
SLR002506,Mobiles & Accessories,Tier-2 City,614,116,86,13630.21,4.58,0.143,5,-0.316,-0.2176,0.7056,0.1399,59,1
SLR002507,Grocery,Tier-3 Town,543,187,130,8728.6,2.92,0.2535,11,-0.0524,0.0476,0.4244,0.3275,17,1
SLR002508,Toys & Baby,Tier-3 Town,128,602,153,2757.84,3.69,0.2145,12,-0.2011,-0.1087,0.7332,0.2213,0,0
SLR002509,Home & Kitchen,Tier-3 Town,346,384,149,14622.72,3.51,0.2298,6,-0.0483,-0.0744,0.8058,0.3705,19,0
SLR002510,Beauty & Personal Care,Tier-1 Metro,417,313,543,25015.41,4.14,0.1182,1,0.0879,0.0394,0.7296,0.1585,3,0
SLR002511,Grocery,Tier-3 Town,556,174,113,10252.51,4.08,0.194,6,0.0138,-0.0417,0.5368,0.1329,13,0
SLR002512,Electronics,Tier-2 City,471,259,93,12104.97,3.35,0.1567,2,0.3502,0.2462,0.842,0.1401,30,0
SLR002513,Grocery,Tier-2 City,571,159,302,26894.14,4.9,0.118,6,0.2652,0.2387,0.9995,0.133,5,0
SLR002514,Grocery,Tier-1 Metro,599,131,270,60620.6,4.21,0.0771,2,-0.0955,-0.0999,0.5855,0.0652,0,0
SLR002515,Beauty & Personal Care,Tier-3 Town,436,294,1112,128097.53,3.86,0.2219,4,-0.0233,0.0773,0.7061,0.214,32,0
SLR002516,Grocery,Tier-1 Metro,415,315,293,35078.2,4.24,0.1021,4,0.1107,-0.2855,0.8292,0.1422,45,0
SLR002517,Fashion,Tier-3 Town,86,644,681,27270.61,3.18,0.3848,11,-1.0,-0.2404,0.4484,0.3996,12,1
SLR002518,Beauty & Personal Care,Tier-3 Town,108,622,684,21653.23,4.03,0.2379,4,0.5737,0.0418,0.6322,0.1795,6,0
SLR002519,Fashion,Tier-1 Metro,387,343,336,34952.5,4.36,0.225,4,0.2497,0.038,0.5603,0.0682,1,0
SLR002520,Home & Kitchen,Tier-1 Metro,158,572,1167,75676.41,4.22,0.1152,0,-0.1793,0.074,0.6163,0.0985,26,0
SLR002521,Sports & Fitness,Tier-1 Metro,452,278,419,49789.59,3.61,0.1305,6,-0.3123,-0.1094,0.5388,0.1568,35,1
SLR002522,Toys & Baby,Tier-1 Metro,540,190,191,20202.25,3.66,0.1262,5,-0.1537,-0.0939,0.6001,0.1699,5,0
SLR002523,Toys & Baby,Tier-3 Town,658,72,104,30815.78,3.92,0.2539,4,-0.0433,-0.0784,0.6324,0.1922,8,0
SLR002524,Fashion,Tier-1 Metro,522,208,193,37199.02,4.31,0.244,3,0.0891,0.2569,0.6783,0.083,0,0
SLR002525,Grocery,Tier-2 City,168,562,1003,39923.42,3.95,0.1597,3,-0.4885,0.0476,0.7487,0.1243,43,0
SLR002526,Toys & Baby,Tier-3 Town,398,332,1025,116746.61,3.46,0.2674,5,-0.2296,-0.2759,0.4744,0.241,5,1
SLR002527,Sports & Fitness,Tier-1 Metro,460,270,1806,102407.95,4.24,0.1133,2,0.1352,-0.2088,0.7824,0.0,0,0
SLR002528,Home & Kitchen,Tier-3 Town,346,384,931,82368.37,3.39,0.2816,16,-0.5046,0.0151,0.6084,0.2728,5,0
SLR002529,Home & Kitchen,Tier-1 Metro,490,240,94,10717.18,3.95,0.1376,7,-0.2469,0.0676,0.6744,0.0834,16,0
SLR002530,Toys & Baby,Tier-1 Metro,220,510,569,15828.33,3.38,0.1517,6,0.3318,0.0604,0.671,0.1875,26,0
SLR002531,Home & Kitchen,Tier-3 Town,156,574,290,6146.83,2.61,0.2891,9,-0.465,-0.3203,0.5244,0.3234,21,1
SLR002532,Home & Kitchen,Tier-1 Metro,535,195,1392,168843.87,3.47,0.1459,9,0.1028,0.1201,0.7651,0.0973,0,0
SLR002533,Electronics,Tier-3 Town,474,256,975,83077.51,3.57,0.2698,4,-0.331,-0.3814,0.621,0.3183,42,1
SLR002534,Beauty & Personal Care,Tier-2 City,576,154,224,36646.92,3.5,0.2168,10,-0.036,-0.05,0.5994,0.216,34,1
SLR002535,Home & Kitchen,Tier-1 Metro,670,60,17,4732.96,4.41,0.1271,5,-0.0949,0.0298,0.7752,0.0619,5,1
SLR002536,Toys & Baby,Tier-2 City,578,152,24,4318.36,3.94,0.1607,5,0.13,-0.2739,0.5704,0.1543,8,0
SLR002537,Grocery,Tier-1 Metro,591,139,227,32595.07,3.3,0.1333,7,-0.3441,0.0448,0.695,0.1574,31,1
SLR002538,Home & Kitchen,Tier-1 Metro,458,272,33,2807.16,4.1,0.1393,12,0.096,0.1126,0.6985,0.1071,0,0
SLR002539,Grocery,Tier-1 Metro,429,301,32,1279.73,3.78,0.1562,8,-0.0666,-0.169,0.5369,0.2114,10,0
SLR002540,Electronics,Tier-2 City,453,277,170,25579.81,4.22,0.1758,9,-0.2372,0.081,0.4566,0.1756,62,1
SLR002541,Mobiles & Accessories,Tier-2 City,0,730,1438,54445.95,3.88,0.2312,9,0.1509,-0.0245,0.8438,0.048,19,0
SLR002542,Beauty & Personal Care,Tier-2 City,47,683,625,28244.16,4.03,0.1831,7,-0.3818,-0.0804,0.9491,0.1852,0,0
SLR002543,Electronics,Tier-1 Metro,547,183,144,26622.27,3.33,0.1729,5,0.0431,-0.0371,0.5726,0.1213,35,1
SLR002544,Home & Kitchen,Tier-2 City,505,225,179,31176.22,2.48,0.2847,9,-0.7037,-0.4891,0.4985,0.3536,52,1
SLR002545,Grocery,Tier-2 City,296,434,775,21057.46,3.04,0.1516,6,-0.3087,-0.2488,0.5183,0.2412,33,0
SLR002546,Grocery,Tier-2 City,530,200,148,18829.64,3.74,0.1261,4,0.0546,0.0299,0.4491,0.1646,136,1
SLR002547,Electronics,Tier-3 Town,421,309,570,36064.51,3.51,0.3074,8,-0.6474,-0.2654,0.5255,0.3116,5,1
